MaxFlow: 95.0233

B matrix:
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	
1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	
0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	
1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	
0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	
0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	
0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	
1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	

Traffic matrix:
0	9.54999	8.3239	6.72245	9.91237	9.67269	10.8392	10.1331	9.18705	7.20071	6.2741	8.28948	11.8893	11.2287	8.01965	8.29291	8.43862	8.07346	10.2237	10.9019	8.31285	9.4182	11.1814	10.7357	
6.26875	0	11.781	8.96286	8.31309	10.8725	6.46983	7.15394	11.3288	11.0384	8.52638	11.6297	8.18383	10.4122	7.85585	10.8728	6.53212	9.29274	9.83633	6.09196	7.25021	9.03485	6.67432	11.7287	
6.28057	6.50635	0	6.71636	10.7969	6.86468	9.88897	6.56923	6.54268	7.8689	9.2669	9.90127	8.49531	9.31542	6.3854	8.23637	11.5657	8.76986	8.14851	10.9059	6.32042	11.7756	6.32057	7.68425	
10.7758	6.81724	7.32031	0	6.65554	10.721	9.79316	9.49735	9.74487	9.49677	10.0791	8.73408	9.64007	7.88993	8.93398	7.56342	11.5194	7.82767	8.60144	9.97337	7.67	11.8653	11.8114	11.2622	
6.71187	6.68761	9.72729	7.24183	0	11.4543	10.2895	7.07363	10.7379	6.6044	10.5183	9.29588	6.44385	7.71779	9.32307	11.0883	6.07964	9.02049	8.63098	11.6795	8.23871	8.66509	7.89339	9.51741	
11.9969	11.9523	11.619	9.09526	6.10864	0	10.245	8.06832	10.6995	11.5393	8.47222	8.89091	11.1268	8.38033	8.3744	7.8696	10.7134	11.7473	10.1768	11.1761	8.25953	6.31205	8.37077	8.76575	
